sampleName,sampleClass,featureName,featureClass,mzCenter,rtCenter,integratedIntensity,startRT,endRT
MLMET0075,sample,Anthranalate,ref,144.061,749,56754,731.96,737.45
MLMET0142,sample,Anthranalate,ref,144.061,749,20313,728.93,734.42
MLMET0143,sample,Anthranalate,ref,144.061,749,19074,729.13,734.62
MLMET0096,sample,Anthranalate,ref,144.061,749,34909,730.63,736.12
MLMET0166,sample,Anthranalate,ref,144.061,749,13151,730.46,735.95
MLMET0097,sample,Anthranalate,ref,144.061,749,40593,729.28,734.77
MLMET0137,sample,Anthranalate,ref,144.061,749,19742,728.91,734.4
all_ss-r002,stds,Anthranalate,ref,144.061,749,15250,730.74,736.23
MLMET0098,sample,Anthranalate,ref,144.061,749,33530,730.49,735.98
all_ss-r001,stds,Anthranalate,ref,144.061,749,16065,729.14,734.63
MLMET0092,sample,Anthranalate,ref,144.061,749,37121,729.05,734.54
MLMET0161,sample,Anthranalate,ref,144.061,749,16841,731.02,736.51
MLMET0160,sample,Anthranalate,ref,144.061,749,16481,731.3,736.79
MLMET0168,sample,Anthranalate,ref,144.061,749,13702,727.98,733.48
MLMET0180,sample,Anthranalate,ref,144.061,749,11998,728.05,733.54
MLMET0136,sample,Anthranalate,ref,144.061,749,20174,730.51,736
MLMET0162,sample,Anthranalate,ref,144.061,749,17370,730.84,736.33
MLMET0182,sample,Anthranalate,ref,144.061,749,14761,728.15,733.64
MLMET0073,sample,Anthranalate,ref,144.061,749,92005,728.1,733.59
MLMET0120,sample,Anthranalate,ref,144.061,749,36236,730.95,736.44
Blank-r002,blank,Anthranalate,ref,144.061,749,12933,731.06,736.55
MLMET0165,sample,Anthranalate,ref,144.061,749,16689,728.97,734.46
MLMET0091,sample,Anthranalate,ref,144.061,749,42632,728.91,734.4
MLMET0119,sample,Anthranalate,ref,144.061,749,33872,729.84,735.33
MLMET0138,sample,Anthranalate,ref,144.061,749,17124,729.82,735.32
MLMET0066,filter,Anthranalate,ref,144.061,749,57434,728.51,734
MLMET0139,sample,Anthranalate,ref,144.061,749,17985,728.57,734.06
MLMET0167,sample,Anthranalate,ref,144.061,749,15389,730.53,736.02
MLMET0124,sample,Anthranalate,ref,144.061,749,25271,730.39,735.88
MLMET0072,sample,Anthranalate,ref,144.061,749,76745,729.28,734.78
MLMET0184,sample,Anthranalate,ref,144.061,749,16532,728.97,734.47
MLMET0090,filter,Anthranalate,ref,144.061,749,38643,730.36,735.85
RCY308_control-r002,control,Anthranalate,ref,144.061,749,31479,730.66,736.15
MLMET0116,filter,Anthranalate,ref,144.061,749,44404,729.24,734.74
MLMET0140,sample,Anthranalate,ref,144.061,749,16858,729.32,734.81
MLMET0178,filter,Anthranalate,ref,144.061,749,28245,731.12,736.62
MLMET0159,filter,Anthranalate,ref,144.061,749,15318,731.3,736.79
MLMET0121,sample,Anthranalate,ref,144.061,749,32723,728.79,734.29
MLMET0141,sample,Anthranalate,ref,144.061,749,23052,728.64,734.13
MLMET0093,sample,Anthranalate,ref,144.061,749,44956,731.38,736.87
MLMET0117,filter,Anthranalate,ref,144.061,749,39892,731.7,737.19
MLMET0074,sample,Anthranalate,ref,144.061,749,99183,729.41,734.9
MLMET0118,sample,Anthranalate,ref,144.061,749,38430,729.46,734.96
MLMET0069,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,268724,727.24,741.72
all_ss-r001,stds,alpha_Ketoglutaric_acid,met,145.014,761.4,48472,727.14,741.62
MLMET0089,filter,alpha_Ketoglutaric_acid,met,145.014,761.4,110652,725.85,740.33
MLMET0066,filter,alpha_Ketoglutaric_acid,met,145.014,761.4,154616,726.01,740.49
MLMET0160,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,135611,726.81,741.29
MLMET0180,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,134576,727.05,741.53
MLMET0181,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,54021,726.05,740.53
MLMET0068,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,1123286,725.92,740.4
MLMET0161,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,40248,728.02,742.5
MLMET0165,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,57211,727.97,742.45
MLMET0143,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,81931,726.63,741.11
MLMET0183,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,70809,726.68,741.16
MLMET0090,filter,alpha_Ketoglutaric_acid,met,145.014,761.4,105584,728.36,742.84
MLMET0091,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,1723799,728.41,742.89
MLMET0071,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,1685478,726.47,740.95
MLMET0093,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,136814,726.39,740.87
MLMET0092,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,199272,728.55,743.03
MLMET0120,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,123540,728.46,742.93
MLMET0184,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,62472,727.48,741.96
RCY308_control-r001,control,alpha_Ketoglutaric_acid,met,145.014,761.4,77206,727.64,742.12
MLMET0185,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,52820,729.25,743.73
MLMET0163,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,66443,729.03,743.51
MLMET0162,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,47102,726.35,740.82
MLMET0121,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,311987,726.3,740.78
MLMET0136,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,63868,728.51,742.99
Blank-r002,blank,alpha_Ketoglutaric_acid,met,145.014,761.4,38809,728.56,743.04
MLMET0144,filter,alpha_Ketoglutaric_acid,met,145.014,761.4,34603,726.6,741.08
MLMET0117,filter,alpha_Ketoglutaric_acid,met,145.014,761.4,61917,726.71,741.18
MLMET0096,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,261462,728.13,742.61
MLMET0125,filter,alpha_Ketoglutaric_acid,met,145.014,761.4,32973,727.87,742.35
MLMET0070,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,231172,726.59,741.07
MLMET0164,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,215518,726.3,740.78
MLMET0124,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,101698,728.9,743.37
MLMET0118,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,191885,728.96,743.44
MLMET0067,filter,alpha_Ketoglutaric_acid,met,145.014,761.4,150923,726.75,741.23
MLMET0119,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,63291,726.35,740.82
MLMET0179,filter,alpha_Ketoglutaric_acid,met,145.014,761.4,27018,728.12,742.6
MLMET0138,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,32216,727.83,742.3
MLMET0167,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,76013,727.03,741.51
MLMET0074,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,205056,726.92,741.39
MLMET0094,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,471808,729.74,744.22
MLMET0166,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,32265,729.46,743.94
MLMET0186,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,57383,726.95,741.43
MLMET0135,filter,alpha_Ketoglutaric_acid,met,145.014,761.4,33857,726.8,741.27
MLMET0095,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,1614189,728.17,742.65
Blank-r001,blank,alpha_Ketoglutaric_acid,met,145.014,761.4,48062,727.85,742.33
MLMET0159,filter,alpha_Ketoglutaric_acid,met,145.014,761.4,27044,726.81,741.28
MLMET0116,filter,alpha_Ketoglutaric_acid,met,145.014,761.4,60557,727.25,741.72
MLMET0073,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,287459,728.6,743.08
MLMET0140,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,65982,728.32,742.8
MLMET0137,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,30614,726.91,741.39
MLMET0122,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,54644,727.01,741.49
RCY308_control-r002,control,alpha_Ketoglutaric_acid,met,145.014,761.4,64412,728.66,743.14
MLMET0187,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,59562,728.7,743.17
MLMET0178,filter,alpha_Ketoglutaric_acid,met,145.014,761.4,33556,726.63,741.11
all_ss-r002,stds,alpha_Ketoglutaric_acid,met,145.014,761.4,30568,726.74,741.22
MLMET0142,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,32970,727.93,742.41
MLMET0075,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,619859,727.96,742.44
MLMET0123,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,47298,726.5,740.98
MLMET0072,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,1827614,726.29,740.77
MLMET0168,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,96899,728.48,742.96
MLMET0097,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,84505,728.28,742.76
MLMET0141,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,40509,726.65,741.12
MLMET0182,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,41471,726.65,741.13
MLMET0139,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,29794,728.07,742.55
MLMET0098,sample,alpha_Ketoglutaric_acid,met,145.014,761.4,756050,727.99,742.47
MLMET0092,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,568904,726.55,741.03
MLMET0068,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,954919,726.42,740.9
MLMET0093,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,476819,727.89,742.37
MLMET0184,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,139917,727.98,742.45
MLMET0143,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,147697,726.63,741.11
MLMET0120,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,430436,726.46,740.94
all_ss-r001,stds,alpha_Ketoglutaric_acid,ref,150.031,761.4,5484,727.64,742.12
MLMET0160,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,152924,727.31,741.79
MLMET0162,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,141485,726.35,740.82
MLMET0183,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,134479,726.68,741.16
MLMET0090,filter,alpha_Ketoglutaric_acid,ref,150.031,761.4,623014,727.86,742.34
MLMET0135,filter,alpha_Ketoglutaric_acid,ref,150.031,761.4,170499,727.8,742.27
MLMET0116,filter,alpha_Ketoglutaric_acid,ref,150.031,761.4,513679,726.75,741.23
MLMET0066,filter,alpha_Ketoglutaric_acid,ref,150.031,761.4,745968,726.51,740.99
MLMET0094,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,530420,728.24,742.72
MLMET0181,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,135651,728.05,742.53
MLMET0122,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,354587,726.51,740.99
RCY308_control-r001,control,alpha_Ketoglutaric_acid,ref,150.031,761.4,7332,726.64,741.12
MLMET0163,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,113937,728.53,743.01
MLMET0164,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,145506,728.3,742.77
MLMET0165,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,146928,726.47,740.95
MLMET0136,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,189548,726.51,740.99
MLMET0091,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,549445,727.91,742.39
MLMET0089,filter,alpha_Ketoglutaric_acid,ref,150.031,761.4,528258,727.85,742.32
Blank-r001,blank,alpha_Ketoglutaric_acid,ref,150.031,761.4,5620,726.35,740.83
MLMET0117,filter,alpha_Ketoglutaric_acid,ref,150.031,761.4,592204,726.71,741.18
MLMET0075,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,778737,727.96,742.44
MLMET0073,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,681947,728.1,742.58
MLMET0167,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,140057,726.53,741.01
MLMET0072,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,728990,726.29,740.77
MLMET0097,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,532604,727.78,742.26
MLMET0185,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,152540,728.25,742.73
MLMET0095,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,574926,726.67,741.15
MLMET0121,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,395292,726.3,740.78
MLMET0138,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,158147,727.83,742.3
MLMET0142,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,150611,727.93,742.41
MLMET0161,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,141516,726.53,741.01
MLMET0119,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,484662,726.35,740.82
MLMET0159,filter,alpha_Ketoglutaric_acid,ref,150.031,761.4,146939,727.81,742.28
MLMET0096,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,516163,728.13,742.61
MLMET0118,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,502503,726.47,740.94
MLMET0074,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,746035,726.42,740.89
MLMET0139,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,141060,728.07,742.55
MLMET0124,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,207131,727.9,742.37
MLMET0071,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,880304,726.47,740.95
MLMET0070,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,836017,726.59,741.07
MLMET0186,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,130953,727.95,742.43
MLMET0144,filter,alpha_Ketoglutaric_acid,ref,150.031,761.4,148153,728.1,742.57
MLMET0067,filter,alpha_Ketoglutaric_acid,ref,150.031,761.4,823892,726.75,741.23
MLMET0182,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,139269,726.65,741.13
MLMET0178,filter,alpha_Ketoglutaric_acid,ref,150.031,761.4,132692,728.13,742.61
MLMET0098,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,509380,727.99,742.47
MLMET0168,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,140268,726.49,740.96
MLMET0125,filter,alpha_Ketoglutaric_acid,ref,150.031,761.4,217537,726.38,740.85
MLMET0123,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,295055,728,742.48
MLMET0137,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,166637,727.91,742.39
MLMET0140,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,151935,726.32,740.8
MLMET0069,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,782418,726.74,741.22
all_ss-r002,stds,alpha_Ketoglutaric_acid,ref,150.031,761.4,4809,727.74,742.22
MLMET0180,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,134589,727.55,742.03
MLMET0187,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,158986,726.2,740.68
MLMET0179,filter,alpha_Ketoglutaric_acid,ref,150.031,761.4,151625,726.12,740.6
Blank-r002,blank,alpha_Ketoglutaric_acid,ref,150.031,761.4,5629,727.57,742.04
RCY308_control-r002,control,alpha_Ketoglutaric_acid,ref,150.031,761.4,6517,727.66,742.14
MLMET0141,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,142237,726.15,740.63
MLMET0166,sample,alpha_Ketoglutaric_acid,ref,150.031,761.4,142960,725.97,740.45
MLMET0143,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,8746,627.78,640.26
MLMET0094,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,24997,627.4,639.88
MLMET0159,filter,3_Hydroxyanthranilic_acid,met,152.035,628.5,8276,626.46,638.94
Blank-r001,blank,3_Hydroxyanthranilic_acid,met,152.035,628.5,7010,626.5,638.99
MLMET0180,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,12310,623.21,635.69
MLMET0118,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,26883,623.13,635.61
MLMET0185,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,10632,624.41,636.89
all_ss-r001,stds,3_Hydroxyanthranilic_acid,met,152.035,628.5,7851,624.79,637.27
MLMET0092,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,31674,624.21,636.69
MLMET0091,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,27200,624.07,636.55
MLMET0067,filter,3_Hydroxyanthranilic_acid,met,152.035,628.5,16514,621.41,633.89
MLMET0135,filter,3_Hydroxyanthranilic_acid,met,152.035,628.5,12025,621.46,633.94
MLMET0075,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,32691,624.62,637.1
MLMET0066,filter,3_Hydroxyanthranilic_acid,met,152.035,628.5,17700,624.67,637.15
MLMET0181,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,12573,622.71,635.19
MLMET0073,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,41964,622.76,635.24
MLMET0144,filter,3_Hydroxyanthranilic_acid,met,152.035,628.5,9085,625.75,638.23
MLMET0119,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,22674,625.5,637.98
MLMET0095,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,31876,622.83,635.31
MLMET0097,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,23401,622.94,635.42
MLMET0162,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,12296,625,637.48
MLMET0164,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,10662,624.96,637.44
Blank-r002,blank,3_Hydroxyanthranilic_acid,met,152.035,628.5,8604,623.22,635.7
MLMET0090,filter,3_Hydroxyanthranilic_acid,met,152.035,628.5,33663,623.02,635.5
MLMET0089,filter,3_Hydroxyanthranilic_acid,met,152.035,628.5,21802,625.5,637.98
MLMET0161,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,10483,625.68,638.16
MLMET0074,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,38048,622.58,635.06
MLMET0160,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,16543,622.47,634.95
MLMET0122,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,16485,624.66,637.15
MLMET0125,filter,3_Hydroxyanthranilic_acid,met,152.035,628.5,12690,624.53,637.01
RCY308_control-r001,control,3_Hydroxyanthranilic_acid,met,152.035,628.5,6175,622.3,634.78
MLMET0123,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,19084,622.16,634.64
MLMET0183,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,12738,624.84,637.32
MLMET0163,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,8649,625.19,637.67
MLMET0124,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,15142,622.56,635.04
MLMET0093,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,26556,622.55,635.03
MLMET0184,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,10242,625.13,637.62
all_ss-r002,stds,3_Hydroxyanthranilic_acid,met,152.035,628.5,7125,624.9,637.38
MLMET0120,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,21465,622.62,635.1
MLMET0179,filter,3_Hydroxyanthranilic_acid,met,152.035,628.5,11092,622.78,635.26
MLMET0178,filter,3_Hydroxyanthranilic_acid,met,152.035,628.5,7886,625.78,638.27
MLMET0182,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,8838,625.8,638.28
MLMET0069,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,40746,622.9,635.38
MLMET0071,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,44305,623.13,635.61
MLMET0138,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,10235,624.98,637.47
MLMET0121,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,21457,624.95,637.43
MLMET0072,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,39502,622.95,635.43
MLMET0165,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,11645,623.13,635.61
MLMET0096,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,30481,624.79,637.27
MLMET0186,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,12482,624.61,637.09
MLMET0098,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,31321,622.65,635.13
MLMET0068,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,35673,622.58,635.06
MLMET0070,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,34579,625.25,637.73
MLMET0139,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,7948,625.23,637.71
MLMET0187,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,10239,621.86,634.34
MLMET0168,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,14663,622.14,634.62
MLMET0137,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,10068,625.07,637.55
MLMET0116,filter,3_Hydroxyanthranilic_acid,met,152.035,628.5,18748,624.9,637.38
MLMET0141,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,9467,622.81,635.29
MLMET0117,filter,3_Hydroxyanthranilic_acid,met,152.035,628.5,26505,622.37,634.85
MLMET0136,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,12017,625.17,637.65
MLMET0166,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,8571,625.12,637.6
RCY308_control-r002,control,3_Hydroxyanthranilic_acid,met,152.035,628.5,7329,622.82,635.3
MLMET0142,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,11707,622.59,635.08
MLMET0140,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,11729,624.98,637.46
MLMET0167,sample,3_Hydroxyanthranilic_acid,met,152.035,628.5,9335,625.19,637.67
MLMET0094,sample,3_Hydroxyanthranilic_acid,ref,160.056,628.5,55036,621.9,634.39
MLMET0143,sample,3_Hydroxyanthranilic_acid,ref,160.056,628.5,22239,622.29,634.77
MLMET0180,sample,3_Hydroxyanthranilic_acid,ref,160.056,628.5,23178,624.21,636.69
MLMET0091,sample,3_Hydroxyanthranilic_acid,ref,160.056,628.5,58333,624.07,636.55
MLMET0090,filter,3_Hydroxyanthranilic_acid,ref,160.056,628.5,63610,622.52,635
Blank-r002,blank,3_Hydroxyanthranilic_acid,ref,160.056,628.5,18062,622.73,635.21
MLMET0163,sample,3_Hydroxyanthranilic_acid,ref,160.056,628.5,19916,624.19,636.67
MLMET0183,sample,3_Hydroxyanthranilic_acid,ref,160.056,628.5,27098,623.84,636.32
MLMET0181,sample,3_Hydroxyanthranilic_acid,ref,160.056,628.5,26972,622.21,634.69
RCY308_control-r001,control,3_Hydroxyanthranilic_acid,ref,160.056,628.5,25057,622.3,634.78
Blank-r001,blank,3_Hydroxyanthranilic_acid,ref,160.056,628.5,11968,624.51,636.99
MLMET0067,filter,3_Hydroxyanthranilic_acid,ref,160.056,628.5,65175,624.4,636.88
MLMET0125,filter,3_Hydroxyanthranilic_acid,ref,160.056,628.5,25251,622.03,634.52
MLMET0182,sample,3_Hydroxyanthranilic_acid,ref,160.056,628.5,21552,622.31,634.79
MLMET0162,sample,3_Hydroxyanthranilic_acid,ref,160.056,628.5,20453,624.5,636.98
all_ss-r002,stds,3_Hydroxyanthranilic_acid,ref,160.056,628.5,14108,624.4,636.88
MLMET0159,filter,3_Hydroxyanthranilic_acid,ref,160.056,628.5,20285,622.46,634.95
MLMET0089,filter,3_Hydroxyanthranilic_acid,ref,160.056,628.5,58924,622.51,634.99
MLMET0165,sample,3_Hydroxyanthranilic_acid,ref,160.056,628.5,19031,625.13,637.61
MLMET0119,sample,3_Hydroxyanthranilic_acid,ref,160.056,628.5,46269,625,637.48
MLMET0095,sample,3_Hydroxyanthranilic_acid,ref,160.056,628.5,68923,621.84,634.32
MLMET0097,sample,3_Hydroxyanthranilic_acid,ref,160.056,628.5,58955,621.94,634.42
MLMET0185,sample,3_Hydroxyanthranilic_acid,ref,160.056,628.5,22531,624.41,636.89
MLMET0093,sample,3_Hydroxyanthranilic_acid,ref,160.056,628.5,49878,624.54,637.03
MLMET0092,sample,3_Hydroxyanthranilic_acid,ref,160.056,628.5,67937,622.22,634.7
MLMET0121,sample,3_Hydroxyanthranilic_acid,ref,160.056,628.5,47584,621.96,634.44
MLMET0161,sample,3_Hydroxyanthranilic_acid,ref,160.056,628.5,19015,624.68,637.17
MLMET0141,sample,3_Hydroxyanthranilic_acid,ref,160.056,628.5,17009,624.8,637.28
MLMET0142,sample,3_Hydroxyanthranilic_acid,ref,160.056,628.5,21708,622.59,635.08
