sampleName,sampleClass,featureName,featureClass,mzCenter,rtCenter,integratedIntensity,startRT,endRT
MLMET0166,sample,5_Methoxytryptamine,ref,192.101,126,34894,120.39,133.87
MLMET0096,sample,5_Methoxytryptamine,ref,192.101,126,45458,120.56,134.04
MLMET0185,sample,5_Methoxytryptamine,ref,192.101,126,30601,122.67,136.16
MLMET0163,sample,5_Methoxytryptamine,ref,192.101,126,32889,122.45,135.93
RCY308_control-r001,control,5_Methoxytryptamine,ref,192.101,126,19836,120.56,134.04
MLMET0092,sample,5_Methoxytryptamine,ref,192.101,126,47118,120.48,133.96
MLMET0184,sample,5_Methoxytryptamine,ref,192.101,126,35743,122.4,135.88
MLMET0183,sample,5_Methoxytryptamine,ref,192.101,126,28571,122.61,136.08
Blank-r002,blank,5_Methoxytryptamine,ref,192.101,126,19235,120.49,133.97
RCY308_control-r002,control,5_Methoxytryptamine,ref,192.101,126,18461,120.59,134.07
MLMET0098,sample,5_Methoxytryptamine,ref,192.101,126,43063,121.92,135.4
MLMET0187,sample,5_Methoxytryptamine,ref,192.101,126,29241,122.12,135.6
MLMET0167,sample,5_Methoxytryptamine,ref,192.101,126,29878,120.46,133.94
MLMET0136,sample,5_Methoxytryptamine,ref,192.101,126,35559,120.44,133.92
MLMET0066,filter,5_Methoxytryptamine,ref,192.101,126,68071,123.93,137.41
MLMET0161,sample,5_Methoxytryptamine,ref,192.101,126,30926,123.95,137.43
MLMET0090,filter,5_Methoxytryptamine,ref,192.101,126,54870,120.79,134.27
MLMET0071,sample,5_Methoxytryptamine,ref,192.101,126,60152,120.4,133.88
MLMET0069,sample,5_Methoxytryptamine,ref,192.101,126,59057,121.67,135.15
MLMET0089,filter,5_Methoxytryptamine,ref,192.101,126,56849,121.77,135.26
MLMET0097,sample,5_Methoxytryptamine,ref,192.101,126,51021,123.7,137.18
MLMET0093,sample,5_Methoxytryptamine,ref,192.101,126,49775,123.81,137.29
MLMET0160,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,38086,706.84,721.32
MLMET0074,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,63726,706.95,721.42
MLMET0123,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,19351,707.03,721.51
MLMET0091,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,164758,706.94,721.42
MLMET0135,filter,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,6246,714.32,728.79
MLMET0122,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,37728,714.53,729
MLMET0143,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,14191,716.65,731.12
Blank-r001,blank,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,4338,716.87,731.34
MLMET0068,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,111628,711.94,726.42
MLMET0159,filter,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,5547,711.83,726.31
MLMET0097,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,52933,710.31,724.79
MLMET0124,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,46213,710.42,724.9
MLMET0119,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,21869,712.37,726.84
MLMET0141,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,15883,712.17,726.65
MLMET0092,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,118360,709.58,724.06
MLMET0140,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,15062,709.35,723.83
MLMET0067,filter,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,21393,711.27,725.75
MLMET0162,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,13359,711.37,725.85
MLMET0089,filter,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,15731,710.37,724.85
MLMET0179,filter,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,4923,710.15,724.62
MLMET0163,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,33832,712.05,726.53
Blank-r002,blank,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,3644,712.09,726.57
MLMET0186,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,18181,708.98,723.45
MLMET0184,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,39448,709.01,723.48
MLMET0168,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,55738,712.01,726.49
MLMET0125,filter,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,9298,711.9,726.38
MLMET0137,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,14729,710.44,724.92
MLMET0182,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,16127,710.17,724.65
MLMET0138,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,14257,711.35,725.83
MLMET0136,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,24362,711.54,726.01
MLMET0164,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,90312,710.32,724.8
MLMET0120,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,37748,710.48,724.96
MLMET0075,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,105365,711.99,726.47
MLMET0181,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,36603,712.07,726.55
MLMET0073,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,72224,710.13,724.61
MLMET0098,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,145323,710.52,724.99
MLMET0178,filter,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,5018,712.15,726.63
MLMET0187,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,39401,712.22,726.7
MLMET0139,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,8892,709.6,724.08
MLMET0094,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,96056,709.77,724.25
MLMET0069,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,127070,711.77,726.24
MLMET0093,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,63379,711.91,726.39
MLMET0183,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,56461,709.71,724.19
all_ss-r001,stds,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,4552,709.67,724.14
MLMET0117,filter,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,13941,712.23,726.71
MLMET0066,filter,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,150898,712.53,727.01
MLMET0090,filter,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,26165,710.39,724.86
MLMET0095,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,320352,710.2,724.68
MLMET0167,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,18317,711.56,726.03
MLMET0096,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,137693,711.16,725.64
MLMET0118,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,67236,709.49,723.97
MLMET0070,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,98825,709.12,723.6
MLMET0144,filter,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,6101,711.62,726.1
MLMET0165,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,20419,712,726.47
MLMET0071,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,150871,710.5,724.98
MLMET0180,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,69869,710.58,725.06
MLMET0142,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,11887,712.46,726.93
MLMET0121,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,60533,712.32,726.8
RCY308_control-r002,control,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,118787,710.19,724.66
MLMET0185,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,19569,710.28,724.76
MLMET0116,filter,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,12582,712.77,727.25
RCY308_control-r001,control,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,132264,712.66,727.14
MLMET0166,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,6132,710.99,725.47
all_ss-r002,stds,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,5517,710.76,725.24
MLMET0161,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,12731,712.55,727.03
MLMET0072,sample,5_Hydroxy_3_indoleacetic_acid,met,190.051,694.8,168870,712.31,726.79
MLMET0122,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,17564,711.03,725.51
MLMET0160,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,10300,710.83,725.31
MLMET0067,filter,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,21970,710.27,724.75
MLMET0068,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,25788,710.44,724.92
MLMET0140,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,11125,710.35,724.83
MLMET0159,filter,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,9428,710.33,724.81
MLMET0124,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,14221,712.42,726.9
MLMET0182,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,7770,712.17,726.65
MLMET0143,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,8460,709.66,724.13
MLMET0186,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,8457,709.98,724.45
MLMET0123,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,11000,713.02,727.5
MLMET0098,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,19823,713.01,727.49
MLMET0139,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,7213,710.1,724.58
MLMET0135,filter,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,10351,710.32,724.8
MLMET0091,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,29737,711.44,725.91
MLMET0125,filter,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,12402,711.4,725.88
MLMET0138,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,10582,709.85,724.33
MLMET0069,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,33255,709.77,724.25
Blank-r002,blank,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,6936,712.09,726.57
MLMET0120,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,19014,711.98,726.46
MLMET0119,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,18323,709.87,724.35
Blank-r001,blank,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,8065,709.88,724.35
MLMET0073,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,23318,710.13,724.61
all_ss-r001,stds,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,7467,710.17,724.64
MLMET0117,filter,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,18639,709.73,724.21
MLMET0074,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,25541,709.94,724.42
MLMET0136,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,9324,712.03,726.51
MLMET0162,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,8755,711.87,726.35
MLMET0094,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,19349,710.27,724.75
MLMET0137,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,8694,710.44,724.92
MLMET0183,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,8048,711.71,726.18
MLMET0092,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,25502,712.08,726.55
MLMET0163,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,9492,710.56,725.04
MLMET0164,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,13998,710.32,724.8
MLMET0089,filter,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,18501,711.37,725.85
MLMET0168,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,10073,711.51,725.99
MLMET0179,filter,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,7010,710.15,724.62
RCY308_control-r002,control,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,14259,710.19,724.66
MLMET0096,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,23790,712.16,726.64
MLMET0167,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,7611,712.56,727.03
MLMET0165,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,8621,710.5,724.98
MLMET0184,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,8452,710.5,724.98
MLMET0093,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,22267,707.42,721.9
MLMET0161,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,6608,707.56,722.04
MLMET0071,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,31742,712.99,727.47
all_ss-r002,stds,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,7578,712.76,727.24
MLMET0180,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,10697,712.08,726.55
MLMET0178,filter,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,8512,711.65,726.13
MLMET0075,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,27390,709.99,724.47
MLMET0142,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,9625,709.96,724.44
MLMET0095,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,31086,712.2,726.67
MLMET0166,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,8177,712.49,726.97
MLMET0118,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,19205,709.99,724.47
MLMET0121,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,16418,709.82,724.3
MLMET0144,filter,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,8439,712.12,726.6
MLMET0181,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,10727,712.57,727.05
MLMET0070,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,28242,709.62,724.1
RCY308_control-r001,control,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,13485,709.66,724.14
MLMET0141,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,8489,711.67,726.15
MLMET0185,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,7501,711.78,726.26
MLMET0072,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,29488,709.81,724.29
MLMET0187,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,8139,709.73,724.2
MLMET0066,filter,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,37706,710.54,725.01
MLMET0090,filter,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,20706,710.39,724.86
MLMET0116,filter,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,16709,708.28,722.75
MLMET0097,sample,5_Hydroxy_3_indoleacetic_acid,ref,192.052,694.8,18437,708.31,722.79
MLMET0093,sample,Citric_acid,met,191.02,792,79898,759.84,772.32
MLMET0094,sample,Citric_acid,met,191.02,792,105441,759.69,772.17
MLMET0160,sample,Citric_acid,met,191.02,792,159514,757.76,770.24
MLMET0135,filter,Citric_acid,met,191.02,792,25568,757.75,770.23
MLMET0164,sample,Citric_acid,met,191.02,792,175164,760.25,772.73
MLMET0066,filter,Citric_acid,met,191.02,792,86810,759.96,772.44
MLMET0124,sample,Citric_acid,met,191.02,792,38667,758.35,770.83
MLMET0161,sample,Citric_acid,met,191.02,792,36301,757.98,770.46
MLMET0070,sample,Citric_acid,met,191.02,792,306709,761.04,773.52
MLMET0069,sample,Citric_acid,met,191.02,792,426619,761.19,773.67
MLMET0165,sample,Citric_acid,met,191.02,792,46175,759.42,771.9
MLMET0067,filter,Citric_acid,met,191.02,792,74148,759.7,772.18
MLMET0185,sample,Citric_acid,met,191.02,792,36909,761.2,773.68
MLMET0136,sample,Citric_acid,met,191.02,792,40319,760.96,773.44
MLMET0140,sample,Citric_acid,met,191.02,792,25418,760.27,772.75
Blank-r002,blank,Citric_acid,met,191.02,792,15027,760.02,772.5
MLMET0163,sample,Citric_acid,met,191.02,792,52450,760.98,773.46
MLMET0092,sample,Citric_acid,met,191.02,792,278245,761,773.48
MLMET0183,sample,Citric_acid,met,191.02,792,69006,759.63,772.11
MLMET0187,sample,Citric_acid,met,191.02,792,42387,759.65,772.13
RCY308_control-r002,control,Citric_acid,met,191.02,792,86272,761.61,774.09
MLMET0095,sample,Citric_acid,met,191.02,792,4496231,761.62,774.1
MLMET0166,sample,Citric_acid,met,191.02,792,25531,759.92,772.4
MLMET0096,sample,Citric_acid,met,191.02,792,1143522,760.08,772.57
MLMET0125,filter,Citric_acid,met,191.02,792,29169,761.32,773.8
all_ss-r001,stds,Citric_acid,met,191.02,792,20253,761.09,773.57
MLMET0071,sample,Citric_acid,met,191.02,792,453990,759.42,771.9
MLMET0184,sample,Citric_acid,met,191.02,792,72943,759.43,771.91
RCY308_control-r001,control,Citric_acid,met,191.02,792,78647,761.09,773.57
MLMET0068,sample,Citric_acid,met,191.02,792,201597,760.87,773.35
MLMET0180,sample,Citric_acid,met,191.02,792,143138,759.51,771.99
MLMET0162,sample,Citric_acid,met,191.02,792,29548,759.8,772.28
MLMET0117,filter,Citric_acid,met,191.02,792,58394,762.15,774.63
MLMET0186,sample,Citric_acid,met,191.02,792,35894,761.9,774.38
MLMET0139,sample,Citric_acid,met,191.02,792,23505,760.52,773
MLMET0138,sample,Citric_acid,met,191.02,792,28374,760.78,773.26
MLMET0098,sample,Citric_acid,met,191.02,792,196648,761.44,773.92
MLMET0090,filter,Citric_acid,met,191.02,792,63663,761.81,774.29
MLMET0120,sample,Citric_acid,met,191.02,792,63549,760.41,772.89
MLMET0089,filter,Citric_acid,met,191.02,792,66378,760.8,773.28
MLMET0123,sample,Citric_acid,met,191.02,792,43858,760.95,773.43
MLMET0167,sample,Citric_acid,met,191.02,792,39625,760.98,773.46
MLMET0141,sample,Citric_acid,met,191.02,792,27463,759.6,772.08
MLMET0072,sample,Citric_acid,met,191.02,792,923062,759.74,772.22
MLMET0168,sample,Citric_acid,met,191.02,792,79165,760.93,773.41
MLMET0097,sample,Citric_acid,met,191.02,792,118497,761.23,773.71
MLMET0142,sample,Citric_acid,met,191.02,792,23487,759.88,772.37
MLMET0144,filter,Citric_acid,met,191.02,792,19838,760.05,772.53
MLMET0137,sample,Citric_acid,met,191.02,792,28508,761.86,774.34
MLMET0121,sample,Citric_acid,met,191.02,792,196515,761.74,774.23
MLMET0122,sample,Citric_acid,met,191.02,792,69144,759.96,772.44
MLMET0073,sample,Citric_acid,met,191.02,792,747292,760.05,772.53
Blank-r001,blank,Citric_acid,met,191.02,792,16849,761.3,773.78
MLMET0116,filter,Citric_acid,met,191.02,792,53032,761.19,773.68
MLMET0143,sample,Citric_acid,met,191.02,792,27160,759.58,772.06
MLMET0182,sample,Citric_acid,met,191.02,792,30391,759.6,772.08
MLMET0178,filter,Citric_acid,met,191.02,792,22359,761.08,773.56
all_ss-r002,stds,Citric_acid,met,191.02,792,19432,761.19,773.67
MLMET0119,sample,Citric_acid,met,191.02,792,53522,760.29,772.77
MLMET0091,sample,Citric_acid,met,191.02,792,218027,760.36,772.84
MLMET0159,filter,Citric_acid,met,191.02,792,30236,761.25,773.73
MLMET0074,sample,Citric_acid,met,191.02,792,472263,760.86,773.34
MLMET0075,sample,Citric_acid,met,191.02,792,165764,759.42,771.9
MLMET0179,filter,Citric_acid,met,191.02,792,25163,759.57,772.05
MLMET0181,sample,Citric_acid,met,191.02,792,38852,761.49,773.98
MLMET0118,sample,Citric_acid,met,191.02,792,140257,761.41,773.9
MLMET0093,sample,Citric_acid,ref,197.04,792,138951,759.84,772.32
MLMET0164,sample,Citric_acid,ref,197.04,792,134297,759.75,772.23
MLMET0140,sample,Citric_acid,ref,197.04,792,51433,761.77,774.25
MLMET0135,filter,Citric_acid,ref,197.04,792,46044,761.74,774.22
MLMET0068,sample,Citric_acid,ref,197.04,792,132641,760.37,772.85
MLMET0067,filter,Citric_acid,ref,197.04,792,88294,760.7,773.18
MLMET0069,sample,Citric_acid,ref,197.04,792,438295,761.19,773.67
MLMET0094,sample,Citric_acid,ref,197.04,792,217203,761.19,773.67
MLMET0160,sample,Citric_acid,ref,197.04,792,112791,759.76,772.24
MLMET0124,sample,Citric_acid,ref,197.04,792,94088,759.85,772.33
MLMET0136,sample,Citric_acid,ref,197.04,792,82989,761.46,773.94
MLMET0066,filter,Citric_acid,ref,197.04,792,71362,761.46,773.94
MLMET0125,filter,Citric_acid,ref,197.04,792,50491,759.82,772.3
all_ss-r001,stds,Citric_acid,ref,197.04,792,18705,759.59,772.07
Blank-r002,blank,Citric_acid,ref,197.04,792,19199,761.01,773.5
MLMET0185,sample,Citric_acid,ref,197.04,792,130743,761.2,773.68
MLMET0165,sample,Citric_acid,ref,197.04,792,116885,758.92,771.4
MLMET0163,sample,Citric_acid,ref,197.04,792,92638,758.98,771.46
MLMET0089,filter,Citric_acid,ref,197.04,792,65535,761.29,773.77
RCY308_control-r001,control,Citric_acid,ref,197.04,792,20197,761.09,773.57
MLMET0095,sample,Citric_acid,ref,197.04,792,952887,759.62,772.11
MLMET0071,sample,Citric_acid,ref,197.04,792,809669,759.42,771.9
MLMET0138,sample,Citric_acid,ref,197.04,792,65606,761.28,773.76
MLMET0166,sample,Citric_acid,ref,197.04,792,51753,760.91,773.4
MLMET0070,sample,Citric_acid,ref,197.04,792,302441,760.04,772.52
MLMET0073,sample,Citric_acid,ref,197.04,792,608738,760.05,772.53
MLMET0120,sample,Citric_acid,ref,197.04,792,124125,760.41,772.89
MLMET0161,sample,Citric_acid,ref,197.04,792,94277,760.48,772.96
MLMET0139,sample,Citric_acid,ref,197.04,792,48890,760.02,772.5
MLMET0187,sample,Citric_acid,ref,197.04,792,134546,760.15,772.63
MLMET0179,filter,Citric_acid,ref,197.04,792,62273,761.07,773.55
Blank-r001,blank,Citric_acid,ref,197.04,792,20407,761.3,773.78
MLMET0092,sample,Citric_acid,ref,197.04,792,270320,760.5,772.98
MLMET0117,filter,Citric_acid,ref,197.04,792,151891,760.65,773.14
MLMET0162,sample,Citric_acid,ref,197.04,792,79451,761.79,774.28
MLMET0072,sample,Citric_acid,ref,197.04,792,372003,761.74,774.22
MLMET0098,sample,Citric_acid,ref,197.04,792,568416,758.44,770.92
MLMET0186,sample,Citric_acid,ref,197.04,792,124049,758.4,770.88
MLMET0184,sample,Citric_acid,ref,197.04,792,111961,760.93,773.41
MLMET0143,sample,Citric_acid,ref,197.04,792,48568,761.08,773.56
MLMET0144,filter,Citric_acid,ref,197.04,792,36628,759.55,772.03
MLMET0180,sample,Citric_acid,ref,197.04,792,104746,759.51,771.99
MLMET0142,sample,Citric_acid,ref,197.04,792,54770,759.88,772.37
MLMET0118,sample,Citric_acid,ref,197.04,792,192995,759.92,772.4
MLMET0141,sample,Citric_acid,ref,197.04,792,54511,759.6,772.08
MLMET0116,filter,Citric_acid,ref,197.04,792,89828,759.7,772.18
MLMET0137,sample,Citric_acid,ref,197.04,792,57981,761.36,773.84
MLMET0096,sample,Citric_acid,ref,197.04,792,1420989,761.08,773.56
MLMET0181,sample,Citric_acid,ref,197.04,792,105918,759.5,771.98
MLMET0159,filter,Citric_acid,ref,197.04,792,79159,759.76,772.24
MLMET0122,sample,Citric_acid,ref,197.04,792,112647,760.46,772.94
MLMET0123,sample,Citric_acid,ref,197.04,792,119183,760.45,772.93
MLMET0075,sample,Citric_acid,ref,197.04,792,361781,759.91,772.39
MLMET0168,sample,Citric_acid,ref,197.04,792,136706,759.93,772.42
MLMET0167,sample,Citric_acid,ref,197.04,792,99714,760.98,773.46
MLMET0121,sample,Citric_acid,ref,197.04,792,221227,761.24,773.73
RCY308_control-r002,control,Citric_acid,ref,197.04,792,20704,759.61,772.09
MLMET0183,sample,Citric_acid,ref,197.04,792,181622,759.63,772.11
MLMET0074,sample,Citric_acid,ref,197.04,792,505810,759.87,772.35
all_ss-r002,stds,Citric_acid,ref,197.04,792,18563,760.19,772.67
MLMET0182,sample,Citric_acid,ref,197.04,792,90703,758.6,771.08
MLMET0097,sample,Citric_acid,ref,197.04,792,251693,758.73,771.21
MLMET0178,filter,Citric_acid,ref,197.04,792,50173,763.57,776.06
MLMET0091,sample,Citric_acid,ref,197.04,792,131252,763.86,776.34
MLMET0090,filter,Citric_acid,ref,197.04,792,111427,758.31,770.79
MLMET0119,sample,Citric_acid,ref,197.04,792,129276,758.3,770.78
MLMET0119,sample,DL_Isocitric_acid,met,191.02,804,35252,750.81,758.79
MLMET0183,sample,DL_Isocitric_acid,met,191.02,804,27657,750.64,758.63
MLMET0161,sample,DL_Isocitric_acid,met,191.02,804,12810,748.49,756.48
MLMET0124,sample,DL_Isocitric_acid,met,191.02,804,23896,748.86,756.85
MLMET0184,sample,DL_Isocitric_acid,met,191.02,804,40324,750.44,758.43
MLMET0135,filter,DL_Isocitric_acid,met,191.02,804,21687,750.76,758.75
MLMET0185,sample,DL_Isocitric_acid,met,191.02,804,14201,749.22,757.21
MLMET0089,filter,DL_Isocitric_acid,met,191.02,804,41847,749.31,757.3
all_ss-r001,stds,DL_Isocitric_acid,met,191.02,804,8887,752.1,760.09
MLMET0091,sample,DL_Isocitric_acid,met,191.02,804,163070,752.37,760.36
MLMET0069,sample,DL_Isocitric_acid,met,191.02,804,160501,750.71,758.7
MLMET0093,sample,DL_Isocitric_acid,met,191.02,804,59327,750.85,758.84
MLMET0090,filter,DL_Isocitric_acid,met,191.02,804,50016,752.82,760.81
MLMET0122,sample,DL_Isocitric_acid,met,191.02,804,53771,752.47,760.46
MLMET0097,sample,DL_Isocitric_acid,met,191.02,804,84120,751.25,759.23
MLMET0068,sample,DL_Isocitric_acid,met,191.02,804,161876,751.38,759.37
MLMET0125,filter,DL_Isocitric_acid,met,191.02,804,17663,752.34,760.32
MLMET0094,sample,DL_Isocitric_acid,met,191.02,804,83444,752.21,760.19
all_ss-r002,stds,DL_Isocitric_acid,met,191.02,804,10154,750.7,758.69
MLMET0092,sample,DL_Isocitric_acid,met,191.02,804,119033,750.52,758.51
MLMET0164,sample,DL_Isocitric_acid,met,191.02,804,79533,752.76,760.75
MLMET0166,sample,DL_Isocitric_acid,met,191.02,804,15726,752.43,760.41
MLMET0123,sample,DL_Isocitric_acid,met,191.02,804,34116,750.96,758.95
MLMET0120,sample,DL_Isocitric_acid,met,191.02,804,52961,750.92,758.91
MLMET0066,filter,DL_Isocitric_acid,met,191.02,804,81143,751.97,759.96
MLMET0073,sample,DL_Isocitric_acid,met,191.02,804,229023,752.07,760.05
MLMET0168,sample,DL_Isocitric_acid,met,191.02,804,28309,750.45,758.44
RCY308_control-r001,control,DL_Isocitric_acid,met,191.02,804,57810,750.6,758.59
MLMET0070,sample,DL_Isocitric_acid,met,191.02,804,180450,752.05,760.04
MLMET0121,sample,DL_Isocitric_acid,met,191.02,804,93707,752.26,760.25
